id,path,label
TRAIN_0034,/content/drive/My Drive/CremaD/train/TRAIN_0034.wav,5
TRAIN_0035,/content/drive/My Drive/CremaD/train/TRAIN_0035.wav,5
TRAIN_0036,/content/drive/My Drive/CremaD/train/TRAIN_0036.wav,2
TRAIN_0037,/content/drive/My Drive/CremaD/train/TRAIN_0037.wav,3
TRAIN_0038,/content/drive/My Drive/CremaD/train/TRAIN_0038.wav,1
TRAIN_0039,/content/drive/My Drive/CremaD/train/TRAIN_0039.wav,2
TRAIN_0040,/content/drive/My Drive/CremaD/train/TRAIN_0040.wav,0
TRAIN_0041,/content/drive/My Drive/CremaD/train/TRAIN_0041.wav,4
TRAIN_0042,/content/drive/My Drive/CremaD/train/TRAIN_0042.wav,4
TRAIN_0043,/content/drive/My Drive/CremaD/train/TRAIN_0043.wav,4
TRAIN_0044,/content/drive/My Drive/CremaD/train/TRAIN_0044.wav,4
TRAIN_0045,/content/drive/My Drive/CremaD/train/TRAIN_0045.wav,2
TRAIN_0046,/content/drive/My Drive/CremaD/train/TRAIN_0046.wav,2
TRAIN_0047,/content/drive/My Drive/CremaD/train/TRAIN_0047.wav,3
TRAIN_0048,/content/drive/My Drive/CremaD/train/TRAIN_0048.wav,1
TRAIN_0049,/content/drive/My Drive/CremaD/train/TRAIN_0049.wav,5
TRAIN_0050,/content/drive/My Drive/CremaD/train/TRAIN_0050.wav,5
TRAIN_0051,/content/drive/My Drive/CremaD/train/TRAIN_0051.wav,4
TRAIN_0052,/content/drive/My Drive/CremaD/train/TRAIN_0052.wav,3
TRAIN_0053,/content/drive/My Drive/CremaD/train/TRAIN_0053.wav,5
TRAIN_0054,/content/drive/My Drive/CremaD/train/TRAIN_0054.wav,5
TRAIN_0055,/content/drive/My Drive/CremaD/train/TRAIN_0055.wav,0
TRAIN_0056,/content/drive/My Drive/CremaD/train/TRAIN_0056.wav,0
TRAIN_0057,/content/drive/My Drive/CremaD/train/TRAIN_0057.wav,2
TRAIN_0058,/content/drive/My Drive/CremaD/train/TRAIN_0058.wav,5
TRAIN_0059,/content/drive/My Drive/CremaD/train/TRAIN_0059.wav,1
TRAIN_0060,/content/drive/My Drive/CremaD/train/TRAIN_0060.wav,2
TRAIN_0061,/content/drive/My Drive/CremaD/train/TRAIN_0061.wav,4
TRAIN_0062,/content/drive/My Drive/CremaD/train/TRAIN_0062.wav,4
TRAIN_0063,/content/drive/My Drive/CremaD/train/TRAIN_0063.wav,3
TRAIN_0064,/content/drive/My Drive/CremaD/train/TRAIN_0064.wav,2
TRAIN_0065,/content/drive/My Drive/CremaD/train/TRAIN_0065.wav,5
TRAIN_0066,/content/drive/My Drive/CremaD/train/TRAIN_0066.wav,2
TRAIN_0067,/content/drive/My Drive/CremaD/train/TRAIN_0067.wav,1
TRAIN_0068,/content/drive/My Drive/CremaD/train/TRAIN_0068.wav,4
TRAIN_0069,/content/drive/My Drive/CremaD/train/TRAIN_0069.wav,3
TRAIN_0070,/content/drive/My Drive/CremaD/train/TRAIN_0070.wav,5
TRAIN_0071,/content/drive/My Drive/CremaD/train/TRAIN_0071.wav,2
TRAIN_0072,/content/drive/My Drive/CremaD/train/TRAIN_0072.wav,1
TRAIN_0073,/content/drive/My Drive/CremaD/train/TRAIN_0073.wav,2
TRAIN_0074,/content/drive/My Drive/CremaD/train/TRAIN_0074.wav,2
TRAIN_0075,/content/drive/My Drive/CremaD/train/TRAIN_0075.wav,4
TRAIN_0076,/content/drive/My Drive/CremaD/train/TRAIN_0076.wav,2
TRAIN_0077,/content/drive/My Drive/CremaD/train/TRAIN_0077.wav,2
TRAIN_0078,/content/drive/My Drive/CremaD/train/TRAIN_0078.wav,3
TRAIN_0079,/content/drive/My Drive/CremaD/train/TRAIN_0079.wav,2
TRAIN_0080,/content/drive/My Drive/CremaD/train/TRAIN_0080.wav,4
TRAIN_0081,/content/drive/My Drive/CremaD/train/TRAIN_0081.wav,0
TRAIN_0082,/content/drive/My Drive/CremaD/train/TRAIN_0082.wav,5
TRAIN_0083,/content/drive/My Drive/CremaD/train/TRAIN_0083.wav,4
TRAIN_0084,/content/drive/My Drive/CremaD/train/TRAIN_0084.wav,3
TRAIN_0085,/content/drive/My Drive/CremaD/train/TRAIN_0085.wav,1
TRAIN_0086,/content/drive/My Drive/CremaD/train/TRAIN_0086.wav,3
TRAIN_0087,/content/drive/My Drive/CremaD/train/TRAIN_0087.wav,1
TRAIN_0088,/content/drive/My Drive/CremaD/train/TRAIN_0088.wav,2
TRAIN_0089,/content/drive/My Drive/CremaD/train/TRAIN_0089.wav,3
TRAIN_0090,/content/drive/My Drive/CremaD/train/TRAIN_0090.wav,5
TRAIN_0091,/content/drive/My Drive/CremaD/train/TRAIN_0091.wav,1
TRAIN_0092,/content/drive/My Drive/CremaD/train/TRAIN_0092.wav,3
TRAIN_0093,/content/drive/My Drive/CremaD/train/TRAIN_0093.wav,3
TRAIN_0094,/content/drive/My Drive/CremaD/train/TRAIN_0094.wav,1
TRAIN_0095,/content/drive/My Drive/CremaD/train/TRAIN_0095.wav,5
TRAIN_0096,/content/drive/My Drive/CremaD/train/TRAIN_0096.wav,5
TRAIN_0097,/content/drive/My Drive/CremaD/train/TRAIN_0097.wav,5
TRAIN_0098,/content/drive/My Drive/CremaD/train/TRAIN_0098.wav,0
TRAIN_0099,/content/drive/My Drive/CremaD/train/TRAIN_0099.wav,0
TRAIN_0100,/content/drive/My Drive/CremaD/train/TRAIN_0100.wav,5
TRAIN_0101,/content/drive/My Drive/CremaD/train/TRAIN_0101.wav,4
TRAIN_0102,/content/drive/My Drive/CremaD/train/TRAIN_0102.wav,5
TRAIN_0103,/content/drive/My Drive/CremaD/train/TRAIN_0103.wav,1
TRAIN_0104,/content/drive/My Drive/CremaD/train/TRAIN_0104.wav,5
TRAIN_0105,/content/drive/My Drive/CremaD/train/TRAIN_0105.wav,5
TRAIN_0106,/content/drive/My Drive/CremaD/train/TRAIN_0106.wav,1
TRAIN_0107,/content/drive/My Drive/CremaD/train/TRAIN_0107.wav,1
TRAIN_0108,/content/drive/My Drive/CremaD/train/TRAIN_0108.wav,0
TRAIN_0109,/content/drive/My Drive/CremaD/train/TRAIN_0109.wav,0
TRAIN_0110,/content/drive/My Drive/CremaD/train/TRAIN_0110.wav,2
TRAIN_0111,/content/drive/My Drive/CremaD/train/TRAIN_0111.wav,4
TRAIN_0112,/content/drive/My Drive/CremaD/train/TRAIN_0112.wav,1
TRAIN_0113,/content/drive/My Drive/CremaD/train/TRAIN_0113.wav,4
TRAIN_0114,/content/drive/My Drive/CremaD/train/TRAIN_0114.wav,2
TRAIN_0115,/content/drive/My Drive/CremaD/train/TRAIN_0115.wav,5
TRAIN_0116,/content/drive/My Drive/CremaD/train/TRAIN_0116.wav,2
TRAIN_0117,/content/drive/My Drive/CremaD/train/TRAIN_0117.wav,2
TRAIN_0118,/content/drive/My Drive/CremaD/train/TRAIN_0118.wav,3
TRAIN_0119,/content/drive/My Drive/CremaD/train/TRAIN_0119.wav,1
TRAIN_0120,/content/drive/My Drive/CremaD/train/TRAIN_0120.wav,4
TRAIN_0121,/content/drive/My Drive/CremaD/train/TRAIN_0121.wav,0
TRAIN_0122,/content/drive/My Drive/CremaD/train/TRAIN_0122.wav,1
TRAIN_0123,/content/drive/My Drive/CremaD/train/TRAIN_0123.wav,1
TRAIN_0124,/content/drive/My Drive/CremaD/train/TRAIN_0124.wav,5
TRAIN_0125,/content/drive/My Drive/CremaD/train/TRAIN_0125.wav,4
TRAIN_0126,/content/drive/My Drive/CremaD/train/TRAIN_0126.wav,2
TRAIN_0127,/content/drive/My Drive/CremaD/train/TRAIN_0127.wav,1
TRAIN_0128,/content/drive/My Drive/CremaD/train/TRAIN_0128.wav,4
TRAIN_0129,/content/drive/My Drive/CremaD/train/TRAIN_0129.wav,0
TRAIN_0130,/content/drive/My Drive/CremaD/train/TRAIN_0130.wav,2
TRAIN_0131,/content/drive/My Drive/CremaD/train/TRAIN_0131.wav,3
TRAIN_0132,/content/drive/My Drive/CremaD/train/TRAIN_0132.wav,1
TRAIN_0133,/content/drive/My Drive/CremaD/train/TRAIN_0133.wav,1
TRAIN_0134,/content/drive/My Drive/CremaD/train/TRAIN_0134.wav,1
TRAIN_0135,/content/drive/My Drive/CremaD/train/TRAIN_0135.wav,2
TRAIN_0136,/content/drive/My Drive/CremaD/train/TRAIN_0136.wav,0
TRAIN_0137,/content/drive/My Drive/CremaD/train/TRAIN_0137.wav,1
TRAIN_0138,/content/drive/My Drive/CremaD/train/TRAIN_0138.wav,3
TRAIN_0139,/content/drive/My Drive/CremaD/train/TRAIN_0139.wav,1
TRAIN_0140,/content/drive/My Drive/CremaD/train/TRAIN_0140.wav,0
TRAIN_0141,/content/drive/My Drive/CremaD/train/TRAIN_0141.wav,3
TRAIN_0142,/content/drive/My Drive/CremaD/train/TRAIN_0142.wav,1
TRAIN_0143,/content/drive/My Drive/CremaD/train/TRAIN_0143.wav,0
TRAIN_0144,/content/drive/My Drive/CremaD/train/TRAIN_0144.wav,1
TRAIN_0145,/content/drive/My Drive/CremaD/train/TRAIN_0145.wav,3
TRAIN_0146,/content/drive/My Drive/CremaD/train/TRAIN_0146.wav,1
TRAIN_0147,/content/drive/My Drive/CremaD/train/TRAIN_0147.wav,2
TRAIN_0148,/content/drive/My Drive/CremaD/train/TRAIN_0148.wav,0
TRAIN_0149,/content/drive/My Drive/CremaD/train/TRAIN_0149.wav,0
TRAIN_0150,/content/drive/My Drive/CremaD/train/TRAIN_0150.wav,4
TRAIN_0151,/content/drive/My Drive/CremaD/train/TRAIN_0151.wav,2
TRAIN_0152,/content/drive/My Drive/CremaD/train/TRAIN_0152.wav,1
TRAIN_0153,/content/drive/My Drive/CremaD/train/TRAIN_0153.wav,4
TRAIN_0154,/content/drive/My Drive/CremaD/train/TRAIN_0154.wav,3
TRAIN_0155,/content/drive/My Drive/CremaD/train/TRAIN_0155.wav,1
TRAIN_0156,/content/drive/My Drive/CremaD/train/TRAIN_0156.wav,4
TRAIN_0157,/content/drive/My Drive/CremaD/train/TRAIN_0157.wav,5
TRAIN_0158,/content/drive/My Drive/CremaD/train/TRAIN_0158.wav,3
TRAIN_0159,/content/drive/My Drive/CremaD/train/TRAIN_0159.wav,2
TRAIN_0160,/content/drive/My Drive/CremaD/train/TRAIN_0160.wav,3
TRAIN_0161,/content/drive/My Drive/CremaD/train/TRAIN_0161.wav,3
TRAIN_0162,/content/drive/My Drive/CremaD/train/TRAIN_0162.wav,2
TRAIN_0163,/content/drive/My Drive/CremaD/train/TRAIN_0163.wav,4
TRAIN_0164,/content/drive/My Drive/CremaD/train/TRAIN_0164.wav,0
TRAIN_0165,/content/drive/My Drive/CremaD/train/TRAIN_0165.wav,2
TRAIN_0166,/content/drive/My Drive/CremaD/train/TRAIN_0166.wav,1
TRAIN_0167,/content/drive/My Drive/CremaD/train/TRAIN_0167.wav,1
TRAIN_0168,/content/drive/My Drive/CremaD/train/TRAIN_0168.wav,1
TRAIN_0169,/content/drive/My Drive/CremaD/train/TRAIN_0169.wav,2
TRAIN_0170,/content/drive/My Drive/CremaD/train/TRAIN_0170.wav,2
TRAIN_0171,/content/drive/My Drive/CremaD/train/TRAIN_0171.wav,1
TRAIN_0172,/content/drive/My Drive/CremaD/train/TRAIN_0172.wav,3
TRAIN_0173,/content/drive/My Drive/CremaD/train/TRAIN_0173.wav,2
TRAIN_0174,/content/drive/My Drive/CremaD/train/TRAIN_0174.wav,1
TRAIN_0175,/content/drive/My Drive/CremaD/train/TRAIN_0175.wav,2
TRAIN_0176,/content/drive/My Drive/CremaD/train/TRAIN_0176.wav,2
TRAIN_0177,/content/drive/My Drive/CremaD/train/TRAIN_0177.wav,5
TRAIN_0178,/content/drive/My Drive/CremaD/train/TRAIN_0178.wav,4
TRAIN_0179,/content/drive/My Drive/CremaD/train/TRAIN_0179.wav,3
TRAIN_0180,/content/drive/My Drive/CremaD/train/TRAIN_0180.wav,0
TRAIN_0181,/content/drive/My Drive/CremaD/train/TRAIN_0181.wav,4
TRAIN_0182,/content/drive/My Drive/CremaD/train/TRAIN_0182.wav,5
TRAIN_0183,/content/drive/My Drive/CremaD/train/TRAIN_0183.wav,0
TRAIN_0184,/content/drive/My Drive/CremaD/train/TRAIN_0184.wav,4
TRAIN_0185,/content/drive/My Drive/CremaD/train/TRAIN_0185.wav,3
TRAIN_0186,/content/drive/My Drive/CremaD/train/TRAIN_0186.wav,4
TRAIN_0187,/content/drive/My Drive/CremaD/train/TRAIN_0187.wav,3
TRAIN_0188,/content/drive/My Drive/CremaD/train/TRAIN_0188.wav,0
TRAIN_0189,/content/drive/My Drive/CremaD/train/TRAIN_0189.wav,0
TRAIN_0190,/content/drive/My Drive/CremaD/train/TRAIN_0190.wav,0
TRAIN_0191,/content/drive/My Drive/CremaD/train/TRAIN_0191.wav,1
TRAIN_0192,/content/drive/My Drive/CremaD/train/TRAIN_0192.wav,2
TRAIN_0193,/content/drive/My Drive/CremaD/train/TRAIN_0193.wav,0
TRAIN_0194,/content/drive/My Drive/CremaD/train/TRAIN_0194.wav,4
TRAIN_0195,/content/drive/My Drive/CremaD/train/TRAIN_0195.wav,5
TRAIN_0196,/content/drive/My Drive/CremaD/train/TRAIN_0196.wav,0
TRAIN_0197,/content/drive/My Drive/CremaD/train/TRAIN_0197.wav,5
TRAIN_0198,/content/drive/My Drive/CremaD/train/TRAIN_0198.wav,4
TRAIN_0199,/content/drive/My Drive/CremaD/train/TRAIN_0199.wav,5
TRAIN_0200,/content/drive/My Drive/CremaD/train/TRAIN_0200.wav,2
TRAIN_0201,/content/drive/My Drive/CremaD/train/TRAIN_0201.wav,2
TRAIN_0202,/content/drive/My Drive/CremaD/train/TRAIN_0202.wav,4
TRAIN_0203,/content/drive/My Drive/CremaD/train/TRAIN_0203.wav,4
TRAIN_0204,/content/drive/My Drive/CremaD/train/TRAIN_0204.wav,3
TRAIN_0205,/content/drive/My Drive/CremaD/train/TRAIN_0205.wav,1
TRAIN_0206,/content/drive/My Drive/CremaD/train/TRAIN_0206.wav,2
TRAIN_0207,/content/drive/My Drive/CremaD/train/TRAIN_0207.wav,2
TRAIN_0208,/content/drive/My Drive/CremaD/train/TRAIN_0208.wav,3
TRAIN_0209,/content/drive/My Drive/CremaD/train/TRAIN_0209.wav,2
TRAIN_0210,/content/drive/My Drive/CremaD/train/TRAIN_0210.wav,0
TRAIN_0211,/content/drive/My Drive/CremaD/train/TRAIN_0211.wav,2
TRAIN_0212,/content/drive/My Drive/CremaD/train/TRAIN_0212.wav,3
TRAIN_0213,/content/drive/My Drive/CremaD/train/TRAIN_0213.wav,0
TRAIN_0214,/content/drive/My Drive/CremaD/train/TRAIN_0214.wav,1
TRAIN_0215,/content/drive/My Drive/CremaD/train/TRAIN_0215.wav,5
TRAIN_0216,/content/drive/My Drive/CremaD/train/TRAIN_0216.wav,0
TRAIN_0217,/content/drive/My Drive/CremaD/train/TRAIN_0217.wav,4
TRAIN_0218,/content/drive/My Drive/CremaD/train/TRAIN_0218.wav,5
TRAIN_0219,/content/drive/My Drive/CremaD/train/TRAIN_0219.wav,4
TRAIN_0220,/content/drive/My Drive/CremaD/train/TRAIN_0220.wav,5
TRAIN_0221,/content/drive/My Drive/CremaD/train/TRAIN_0221.wav,1
TRAIN_0222,/content/drive/My Drive/CremaD/train/TRAIN_0222.wav,1
TRAIN_0223,/content/drive/My Drive/CremaD/train/TRAIN_0223.wav,4
TRAIN_0224,/content/drive/My Drive/CremaD/train/TRAIN_0224.wav,4
TRAIN_0225,/content/drive/My Drive/CremaD/train/TRAIN_0225.wav,1
TRAIN_0226,/content/drive/My Drive/CremaD/train/TRAIN_0226.wav,0
TRAIN_0227,/content/drive/My Drive/CremaD/train/TRAIN_0227.wav,2
TRAIN_0228,/content/drive/My Drive/CremaD/train/TRAIN_0228.wav,2
TRAIN_0229,/content/drive/My Drive/CremaD/train/TRAIN_0229.wav,3
TRAIN_0230,/content/drive/My Drive/CremaD/train/TRAIN_0230.wav,5
TRAIN_0231,/content/drive/My Drive/CremaD/train/TRAIN_0231.wav,0
TRAIN_0232,/content/drive/My Drive/CremaD/train/TRAIN_0232.wav,4
TRAIN_0233,/content/drive/My Drive/CremaD/train/TRAIN_0233.wav,2
TRAIN_0234,/content/drive/My Drive/CremaD/train/TRAIN_0234.wav,1
TRAIN_0235,/content/drive/My Drive/CremaD/train/TRAIN_0235.wav,5
TRAIN_0236,/content/drive/My Drive/CremaD/train/TRAIN_0236.wav,3
TRAIN_0237,/content/drive/My Drive/CremaD/train/TRAIN_0237.wav,3
TRAIN_0238,/content/drive/My Drive/CremaD/train/TRAIN_0238.wav,3
TRAIN_0239,/content/drive/My Drive/CremaD/train/TRAIN_0239.wav,5
TRAIN_0240,/content/drive/My Drive/CremaD/train/TRAIN_0240.wav,3
TRAIN_0241,/content/drive/My Drive/CremaD/train/TRAIN_0241.wav,0
TRAIN_0242,/content/drive/My Drive/CremaD/train/TRAIN_0242.wav,4
TRAIN_0243,/content/drive/My Drive/CremaD/train/TRAIN_0243.wav,1
TRAIN_0244,/content/drive/My Drive/CremaD/train/TRAIN_0244.wav,4
TRAIN_0245,/content/drive/My Drive/CremaD/train/TRAIN_0245.wav,2
TRAIN_0246,/content/drive/My Drive/CremaD/train/TRAIN_0246.wav,5
TRAIN_0247,/content/drive/My Drive/CremaD/train/TRAIN_0247.wav,3
TRAIN_0248,/content/drive/My Drive/CremaD/train/TRAIN_0248.wav,3
TRAIN_0249,/content/drive/My Drive/CremaD/train/TRAIN_0249.wav,2
TRAIN_0250,/content/drive/My Drive/CremaD/train/TRAIN_0250.wav,2
TRAIN_0251,/content/drive/My Drive/CremaD/train/TRAIN_0251.wav,3
TRAIN_0252,/content/drive/My Drive/CremaD/train/TRAIN_0252.wav,4
TRAIN_0253,/content/drive/My Drive/CremaD/train/TRAIN_0253.wav,1
TRAIN_0254,/content/drive/My Drive/CremaD/train/TRAIN_0254.wav,2
TRAIN_0255,/content/drive/My Drive/CremaD/train/TRAIN_0255.wav,3
TRAIN_0256,/content/drive/My Drive/CremaD/train/TRAIN_0256.wav,0
TRAIN_0257,/content/drive/My Drive/CremaD/train/TRAIN_0257.wav,0
TRAIN_0258,/content/drive/My Drive/CremaD/train/TRAIN_0258.wav,3
TRAIN_0259,/content/drive/My Drive/CremaD/train/TRAIN_0259.wav,3
TRAIN_0260,/content/drive/My Drive/CremaD/train/TRAIN_0260.wav,4
TRAIN_0261,/content/drive/My Drive/CremaD/train/TRAIN_0261.wav,5
TRAIN_0262,/content/drive/My Drive/CremaD/train/TRAIN_0262.wav,2
TRAIN_0263,/content/drive/My Drive/CremaD/train/TRAIN_0263.wav,0
TRAIN_0264,/content/drive/My Drive/CremaD/train/TRAIN_0264.wav,4
TRAIN_0265,/content/drive/My Drive/CremaD/train/TRAIN_0265.wav,1
TRAIN_0266,/content/drive/My Drive/CremaD/train/TRAIN_0266.wav,1
TRAIN_0267,/content/drive/My Drive/CremaD/train/TRAIN_0267.wav,3
TRAIN_0268,/content/drive/My Drive/CremaD/train/TRAIN_0268.wav,5
TRAIN_0269,/content/drive/My Drive/CremaD/train/TRAIN_0269.wav,2
TRAIN_0270,/content/drive/My Drive/CremaD/train/TRAIN_0270.wav,2
TRAIN_0271,/content/drive/My Drive/CremaD/train/TRAIN_0271.wav,5
TRAIN_0272,/content/drive/My Drive/CremaD/train/TRAIN_0272.wav,3
TRAIN_0273,/content/drive/My Drive/CremaD/train/TRAIN_0273.wav,1
TRAIN_0274,/content/drive/My Drive/CremaD/train/TRAIN_0274.wav,1
TRAIN_0275,/content/drive/My Drive/CremaD/train/TRAIN_0275.wav,4
TRAIN_0276,/content/drive/My Drive/CremaD/train/TRAIN_0276.wav,5
TRAIN_0277,/content/drive/My Drive/CremaD/train/TRAIN_0277.wav,5
TRAIN_0278,/content/drive/My Drive/CremaD/train/TRAIN_0278.wav,5
TRAIN_0279,/content/drive/My Drive/CremaD/train/TRAIN_0279.wav,2
TRAIN_0280,/content/drive/My Drive/CremaD/train/TRAIN_0280.wav,5
TRAIN_0281,/content/drive/My Drive/CremaD/train/TRAIN_0281.wav,0
TRAIN_0282,/content/drive/My Drive/CremaD/train/TRAIN_0282.wav,2
TRAIN_0283,/content/drive/My Drive/CremaD/train/TRAIN_0283.wav,4
TRAIN_0284,/content/drive/My Drive/CremaD/train/TRAIN_0284.wav,2
TRAIN_0285,/content/drive/My Drive/CremaD/train/TRAIN_0285.wav,3
TRAIN_0286,/content/drive/My Drive/CremaD/train/TRAIN_0286.wav,5
TRAIN_0287,/content/drive/My Drive/CremaD/train/TRAIN_0287.wav,1
TRAIN_0288,/content/drive/My Drive/CremaD/train/TRAIN_0288.wav,1
TRAIN_0289,/content/drive/My Drive/CremaD/train/TRAIN_0289.wav,1
TRAIN_0290,/content/drive/My Drive/CremaD/train/TRAIN_0290.wav,1
TRAIN_0291,/content/drive/My Drive/CremaD/train/TRAIN_0291.wav,5
TRAIN_0292,/content/drive/My Drive/CremaD/train/TRAIN_0292.wav,3
TRAIN_0293,/content/drive/My Drive/CremaD/train/TRAIN_0293.wav,2
TRAIN_0294,/content/drive/My Drive/CremaD/train/TRAIN_0294.wav,5
TRAIN_0295,/content/drive/My Drive/CremaD/train/TRAIN_0295.wav,2
TRAIN_0296,/content/drive/My Drive/CremaD/train/TRAIN_0296.wav,2
TRAIN_0297,/content/drive/My Drive/CremaD/train/TRAIN_0297.wav,4
TRAIN_0298,/content/drive/My Drive/CremaD/train/TRAIN_0298.wav,2
TRAIN_0299,/content/drive/My Drive/CremaD/train/TRAIN_0299.wav,5
TRAIN_0300,/content/drive/My Drive/CremaD/train/TRAIN_0300.wav,2
TRAIN_0301,/content/drive/My Drive/CremaD/train/TRAIN_0301.wav,1
TRAIN_0302,/content/drive/My Drive/CremaD/train/TRAIN_0302.wav,5
TRAIN_0303,/content/drive/My Drive/CremaD/train/TRAIN_0303.wav,3
TRAIN_0304,/content/drive/My Drive/CremaD/train/TRAIN_0304.wav,2
TRAIN_0305,/content/drive/My Drive/CremaD/train/TRAIN_0305.wav,0
TRAIN_0306,/content/drive/My Drive/CremaD/train/TRAIN_0306.wav,3
TRAIN_0307,/content/drive/My Drive/CremaD/train/TRAIN_0307.wav,4
TRAIN_0308,/content/drive/My Drive/CremaD/train/TRAIN_0308.wav,2
TRAIN_0309,/content/drive/My Drive/CremaD/train/TRAIN_0309.wav,4
TRAIN_0310,/content/drive/My Drive/CremaD/train/TRAIN_0310.wav,4
TRAIN_0311,/content/drive/My Drive/CremaD/train/TRAIN_0311.wav,3
TRAIN_0312,/content/drive/My Drive/CremaD/train/TRAIN_0312.wav,5
TRAIN_0313,/content/drive/My Drive/CremaD/train/TRAIN_0313.wav,4
TRAIN_0314,/content/drive/My Drive/CremaD/train/TRAIN_0314.wav,1
TRAIN_0315,/content/drive/My Drive/CremaD/train/TRAIN_0315.wav,2
TRAIN_0316,/content/drive/My Drive/CremaD/train/TRAIN_0316.wav,5
TRAIN_0317,/content/drive/My Drive/CremaD/train/TRAIN_0317.wav,5
TRAIN_0318,/content/drive/My Drive/CremaD/train/TRAIN_0318.wav,5
TRAIN_0319,/content/drive/My Drive/CremaD/train/TRAIN_0319.wav,0
TRAIN_0320,/content/drive/My Drive/CremaD/train/TRAIN_0320.wav,5
TRAIN_0321,/content/drive/My Drive/CremaD/train/TRAIN_0321.wav,0
TRAIN_0322,/content/drive/My Drive/CremaD/train/TRAIN_0322.wav,1
TRAIN_0323,/content/drive/My Drive/CremaD/train/TRAIN_0323.wav,3
TRAIN_0324,/content/drive/My Drive/CremaD/train/TRAIN_0324.wav,2
TRAIN_0325,/content/drive/My Drive/CremaD/train/TRAIN_0325.wav,3
TRAIN_0326,/content/drive/My Drive/CremaD/train/TRAIN_0326.wav,5
TRAIN_0327,/content/drive/My Drive/CremaD/train/TRAIN_0327.wav,4
TRAIN_0328,/content/drive/My Drive/CremaD/train/TRAIN_0328.wav,0
TRAIN_0329,/content/drive/My Drive/CremaD/train/TRAIN_0329.wav,4
TRAIN_0330,/content/drive/My Drive/CremaD/train/TRAIN_0330.wav,2
TRAIN_0331,/content/drive/My Drive/CremaD/train/TRAIN_0331.wav,4
TRAIN_0332,/content/drive/My Drive/CremaD/train/TRAIN_0332.wav,4
TRAIN_0333,/content/drive/My Drive/CremaD/train/TRAIN_0333.wav,5
TRAIN_0334,/content/drive/My Drive/CremaD/train/TRAIN_0334.wav,2
TRAIN_0335,/content/drive/My Drive/CremaD/train/TRAIN_0335.wav,5
TRAIN_0336,/content/drive/My Drive/CremaD/train/TRAIN_0336.wav,3
TRAIN_0337,/content/drive/My Drive/CremaD/train/TRAIN_0337.wav,1
TRAIN_0338,/content/drive/My Drive/CremaD/train/TRAIN_0338.wav,1
TRAIN_0339,/content/drive/My Drive/CremaD/train/TRAIN_0339.wav,3
TRAIN_0340,/content/drive/My Drive/CremaD/train/TRAIN_0340.wav,1
